7.998317e+002;3.016472e-002
8.003138e+002;3.832231e-002
8.007959e+002;5.466797e-002
8.012780e+002;7.221074e-002
8.017601e+002;8.653375e-002
8.022422e+002;9.776933e-002
8.027244e+002;1.095016e-001
8.032065e+002;1.257753e-001
8.036886e+002;1.470938e-001
8.041707e+002;1.701226e-001
8.046528e+002;1.892620e-001
8.051349e+002;1.977549e-001
8.056171e+002;1.917290e-001
8.060992e+002;1.734089e-001
8.065813e+002;1.499271e-001
8.070634e+002;1.283766e-001
8.075455e+002;1.119457e-001
8.080276e+002;9.891439e-002
8.085098e+002;8.537246e-002
8.089919e+002;6.812380e-002
8.094740e+002;4.767983e-002
8.099561e+002;2.854076e-002
8.104382e+002;1.675892e-002
8.109203e+002;1.545257e-002
8.114025e+002;2.320773e-002
8.118846e+002;3.541617e-002
8.123667e+002;4.679125e-002
8.128488e+002;5.359661e-002
8.133309e+002;5.474261e-002
8.138130e+002;5.222375e-002
8.142952e+002;4.907113e-002
8.147773e+002;4.775291e-002
8.152594e+002;4.819529e-002
8.157415e+002;4.861229e-002
8.162236e+002;4.671907e-002
8.167057e+002;4.158482e-002
8.171879e+002;3.425305e-002
8.176700e+002;2.742795e-002
8.181521e+002;2.376138e-002
8.186342e+002;2.459901e-002
8.191163e+002;2.922156e-002
8.195984e+002;3.534018e-002
8.200806e+002;4.011371e-002
8.205627e+002;4.166220e-002
8.210448e+002;3.988192e-002
8.215269e+002;3.644940e-002
8.220090e+002;3.359152e-002
8.224911e+002;3.269969e-002
8.229733e+002;3.382467e-002
8.234554e+002;3.568293e-002
8.239375e+002;3.668268e-002
8.244196e+002;3.574121e-002
8.249017e+002;3.291978e-002
8.253839e+002;2.919615e-002
8.258660e+002;2.593167e-002
8.263481e+002;2.387447e-002
8.268302e+002;2.309652e-002
8.273123e+002;2.295453e-002
8.277944e+002;2.274893e-002
8.282766e+002;2.207133e-002
8.287587e+002;2.115488e-002
8.292408e+002;2.053279e-002
8.297229e+002;2.057702e-002
8.302050e+002;2.119026e-002
8.306871e+002;2.167235e-002
8.311693e+002;2.108618e-002
8.316514e+002;1.890174e-002
8.321335e+002;1.527503e-002
8.326156e+002;1.111618e-002
8.330977e+002;7.730004e-003
8.335798e+002;6.194036e-003
8.340620e+002;6.798597e-003
8.345441e+002;9.044930e-003
8.350262e+002;1.190250e-002
8.355083e+002;1.439125e-002
8.359904e+002;1.597658e-002
8.364725e+002;1.667228e-002
8.369547e+002;1.689611e-002
8.374368e+002;1.714017e-002
8.379189e+002;1.756447e-002
8.384010e+002;1.795279e-002
8.388831e+002;1.788394e-002
8.393652e+002;1.703520e-002
8.398474e+002;1.545514e-002
8.403295e+002;1.359539e-002
8.408116e+002;1.207908e-002
8.412937e+002;1.138076e-002
8.417758e+002;1.157703e-002
8.422579e+002;1.235904e-002
8.427401e+002;1.317864e-002
8.432222e+002;1.357108e-002
8.437043e+002;1.338208e-002
8.441864e+002;1.275969e-002
8.446685e+002;1.203861e-002
8.451506e+002;1.149265e-002
8.456328e+002;1.118233e-002
8.461149e+002;1.093762e-002
8.465970e+002;1.051322e-002
8.470791e+002;9.776439e-003
8.475612e+002;8.829715e-003
8.480433e+002;7.973360e-003
8.485255e+002;7.565100e-003
